Cluster_name,RA_2000,Dec_2000,l,b,Dist,Mod,EB-V,Age,ST,Z,Diam,Fe/H,MRV,pm RA,pm Dec
NGC 2236,06 29 39,+06 49 48,204.37,-1.699,2930,13.82,0.479,8.538,,-86.9,7,,,,
NGC 2240,06 33 10,+35 15 00,179.21,11.84,450,8.79,0.17,9.5,,92.3,32.4,,,1.92,-12.88
NGC 2243,06 29 34,-31 17 00,239.478,-18.014,4458,13.4,0.051,9.653,,-1378.6,5,-0.44,62,,
NGC 2244,06 31 55,+04 56 30,206.306,-2.072,1445,12.23,0.463,6.896,O5,-52.2,29,,36.6,-0.65,0.67
NGC 2248,06 34 35,+26 18 16,187.537,8.247,,,,,,,1.5,,,,
NGC 2250,06 33 49,-05 05 06,215.468,-6.238,,,,,,,3,,,,
NGC 2251,06 34 38,+08 22 00,203.577,0.106,1329,11.19,0.186,8.427,,2.5,10,-0.08,24.7,,
NGC 2252,06 34 42,+05 22 00,206.248,-1.261,,,,,A0,,18,,,,
NGC 2254,06 35 49,+07 40 24,204.327,0.047,2364,13.1,0.398,8.307,,1.9,5,,,,
NGC 2259,06 38 21,+10 53 00,201.762,2.075,3311,14.43,0.59,8.5,,119.9,3,0.07,,,
NGC 2260,06 38 03,-01 28 24,212.718,-3.65,,,,,,,18,,,,
NGC 2262,06 39 38,+01 08 36,210.567,-2.104,3600,14.5,0.55,9,,-130,2,,,,
NGC 2264,06 40 58,+09 53 42,202.936,2.196,667,9.28,0.051,6.954,O7,25.6,39,-0.15,25.5,-1.13,-3.8
NGC 2265,06 41 41,+11 54 18,201.225,3.268,,,,,,,9,,,,
NGC 2266,06 43 19,+26 58 12,187.79,10.294,3400,12.97,0.1,8.8,,607.6,5,,,,
NGC 2269,06 43 17,+04 37 30,207.887,0.299,1687,12.37,0.398,8.416,,8.8,3,,,,
NGC 2270,06 43 58,+03 28 48,208.98,-0.07,1400,10.92,0.06,8.64,,-1.7,38.4,,40,-0.17,-3.12
NGC 2281,06 48 17,+41 04 42,174.901,16.881,558,8.93,0.063,8.554,A0,162,25,0.13,11,-4.49,-7.9
NGC 2286,06 47 40,-03 08 54,215.306,-2.273,2897,12.84,0.17,8.883,,-114.9,14,,,2.08,-2.48
NGC 2287,06 46 01,-20 45 24,231.02,-10.444,693,9.29,0.027,8.385,B3,-125.6,39,0.04,25.8,-4.38,-0.9
NGC 2301,06 51 45,+00 27 36,212.558,0.279,872,9.79,0.028,8.216,B8,4.2,14,0.06,21.2,-1.32,-4.9
NGC 2302,06 51 55,-07 05 00,219.297,-3.117,1182,11,0.207,7.847,,-64.3,5,,,,
NGC 2304,06 55 11,+17 59 18,197.207,8.897,3991,13.32,0.1,8.9,,617.2,3,-0.32,,,
NGC 2306,06 54 28,-07 13 11,219.7,-2.62,1200,10.55,0.05,8.85,,-54.9,20.4,,,-0.98,1.91
NGC 2309,06 56 03,-07 10 30,219.845,-2.245,2511,13.08,0.35,8.4,,-98.4,5,,,,
NGC 2311,06 57 46,-04 36 36,217.75,-0.7,2000,12.12,0.2,8.6,,-24.4,18,,,-3.2,2.77
NGC 2312,06 58 47,+10 17 42,204.563,6.29,,,,,,,6,,,,
NGC 2318,06 59 27,-13 41 54,226.048,-4.46,,,,,,,12,,,,
NGC 2319,07 00 43,+03 02 23,211.28,3.44,1100,10.36,0.05,8.61,,66,24,,,-0.54,-1.55
NGC 2323,07 02 42,-08 23 00,221.672,-1.331,929,10.5,0.213,8.096,B6,-21.6,14,,9.5,0.61,-1.9
NGC 2324,07 04 07,+01 02 42,213.447,3.297,3805,13.3,0.127,8.63,B9,218.8,7,-0.52,41.81,-1.7,-2.77
NGC 2331,07 06 59,+27 15 42,189.728,15.218,,,,,,,14,,,,
NGC 2335,07 06 49,-10 01 42,223.6,-1.183,1417,11.98,0.393,8.21,B9,-29.3,6,-0.03,,-0.91,-3.18
NGC 2338,07 07 47,-05 43 12,219.885,1.012,,,,,,,3,,,,
NGC 2343,07 08 06,-10 37 00,224.268,-1.173,1056,10.48,0.118,7.104,A0,-21.6,5,-0.3,,-2.09,-1.41
NGC 2345,07 08 18,-13 11 36,226.58,-2.314,2251,13.67,0.616,7.853,A2,-90.9,12,,,,
NGC 2348,07 03 03,-67 24 42,278.142,-23.809,,,,,,,18,,,,
NGC 2349,07 10 48,-08 35 36,222.78,0.351,,,,,,,10,,,,
NGC 2351,07 13 31,-10 29 12,224.768,0.068,,,,,,,4,,,,
NGC 2352,07 13 05,-24 02 18,236.774,-6.263,,,,,,,6,,,,
NGC 2353,07 14 30,-10 16 00,224.685,0.384,1119,10.47,0.072,7.974,B0,7.5,18,,38,-2.49,0
NGC 2354,07 14 10,-25 41 24,238.368,-6.792,4085,14.01,0.307,8.126,,-483.1,18,,33.4,-2.44,-2.96
NGC 2355,07 16 59,+13 45 00,203.39,11.803,2200,12.08,0.12,8.85,,450,7,-0.07,35.13,-2.5,-3
NGC 2358,07 16 55,-17 08 59,231.05,-2.3,630,9.06,0.02,8.72,,-25.3,32.4,,,-0.4,-1.17
NGC 2360,07 17 43,-15 38 30,229.807,-1.426,1887,11.72,0.111,8.749,B8,-47,13,-0.15,29,-3.51,8.07
NGC 2362,07 18 41,-24 57 18,238.179,-5.548,1389,11.01,0.095,6.914,O8,-134.3,5,,42.2,-2.29,3.03
NGC 2364,07 20 46,-07 33 00,223.003,3.02,,,,,,,6,,,,
NGC 2367,07 20 06,-21 52 54,235.596,-3.837,2004,12.54,0.331,6.737,B3,-134.1,5,,41,,
NGC 2368,07 21 06,-10 22 18,225.536,1.771,,,0.12,7.7,,,3,,,,
NGC 2374,07 23 56,-13 15 48,228.415,1.02,1468,11.11,0.09,8.463,,26.1,12,,27.2,-4.65,-1.1
NGC 2383,07 24 40,-20 56 54,235.27,-2.461,1655,11.75,0.213,7.167,A3,-71.1,5,,,,
NGC 2384,07 25 10,-21 01 18,235.39,-2.393,2116,12.42,0.255,6.904,B0,-88.4,5,,51,,
NGC 2394,07 28 36,+07 05 12,210.783,11.469,660,9.25,0.05,9.05,,131.1,8,,,,
NGC 2395,07 27 12,+13 36 30,204.605,13.988,512,8.92,0.12,9.07,,123.8,14,,,-3.36,-6.02
NGC 2396,07 28 01,-11 43 12,227.52,2.63,588,9,0.05,8.52,,27,26.4,,17.7,-2,-1.4
NGC 2401,07 29 24,-13 58 00,229.665,1.854,6300,15.11,0.36,7.4,,203.8,2,,,,
NGC 2408,07 40 09,+71 39 18,143.625,29.466,,,,,,,24,,,,
NGC 2413,07 33 07,-13 02 23,229.28,3.09,440,8.34,0.04,8.46,,23.7,24,,,-2.01,0.99
NGC 2414,07 33 12,-15 27 12,231.412,1.946,3455,14.27,0.508,6.976,,117.3,5,,64.5,-3.44,0.66
NGC 2420,07 38 23,+21 34 24,198.107,19.634,3085,12.54,0.029,9.048,,1036.6,5,-0.26,84,,
NGC 2421,07 36 13,-20 36 42,236.271,0.069,2181,13.1,0.453,7.367,,2.6,7,,,,
NGC 2422,07 36 35,-14 29 00,230.958,3.13,490,8.67,0.07,7.861,B3,26.8,25,,,-7.15,1.1
NGC 2423,07 37 06,-13 52 18,230.484,3.537,766,9.72,0.097,8.867,B5,47.3,12,0.14,18.1,0.55,-2.5
NGC 2425,07 38 22,-14 52 54,231.5,3.31,3400,13.62,0.31,9.4,,196.3,5,,,,
NGC 2428,07 39 25,-16 31 48,233.08,2.72,2100,11.77,0.05,8.68,,99.7,14.4,,,-2.02,1.12
NGC 2430,07 39 35,-16 21 00,232.94,2.85,650,9.59,0.17,8.68,,32.3,14.4,,,-4.07,1.28
NGC 2432,07 41 16,-19 08 59,235.58,1.82,2030,11.91,0.12,8.18,,64.5,24,,14.4,-3.68,1.62
NGC 2437,07 41 46,-14 48 36,231.858,4.064,1375,11.17,0.154,8.39,B9,97.4,20,0.05,48.1,-4.54,0.58
NGC 2439,07 40 45,-31 41 36,246.442,-4.467,3855,14.19,0.407,7.251,B2,-300.2,9,,68,-2.22,3.13
NGC 2447,07 44 30,-23 51 24,240.039,0.135,1037,10.22,0.046,8.588,B9,2.4,10,,21.7,-4.85,4.47
NGC 2448,07 44 34,-24 40 48,240.76,-0.26,1040,10.15,0.02,7.19,,-4.7,36,,15,-3.8,4.69
NGC 2451A,07 43 12,-38 24 00,252.575,-7.298,189,6.41,0.01,7.78,B7,-24,120,0,,,
NGC 2451B,07 44 27,-37 40 00,252.051,-6.726,302,7.57,0.055,7.648,B7,-35.4,108,-0.45,,-10.07,5.45
NGC 2453,07 47 35,-27 11 42,243.275,-0.94,2150,13.04,0.446,7.187,B0,-35.3,4,,,,
NGC 2455,07 49 01,-21 18 06,238.354,2.32,,,,,,,5,,,,
NGC 2459,07 52 02,+09 33 24,211.112,17.762,,,,,,,1,,,,
NGC 2467,07 52 26,-26 26 12,243.172,0.378,1355,11.71,0.338,7.103,O5,8.9,14,,66,-5.82,1.63
NGC 2477,07 52 10,-38 31 48,253.563,-5.838,1222,11.3,0.279,8.848,,-124.3,15,0.01,7,,
NGC 2479,07 55 04,-17 42 35,235.98,5.37,1200,10.71,0.1,8.99,,112.3,18,,,-0.94,1.93
NGC 2482,07 55 12,-24 15 30,241.626,2.035,1343,10.93,0.093,8.604,,47.7,10,0.12,,-4.93,1.6
NGC 2483,07 55 39,-27 53 42,244.791,0.239,1659,12.04,0.303,7.089,,6.9,7,,,,
NGC 2489,07 56 15,-30 03 48,246.713,-0.773,3957,14.15,0.374,7.264,B8,-53.4,6,0.08,,-4.83,5.45
NGC 2506,08 00 01,-10 46 12,230.564,9.935,3460,12.95,0.081,9.045,,597,12,-0.37,94,,
NGC 2509,08 00 48,-19 03 06,237.84,5.848,912,10.29,0.15,9.9,,,6,,,,
NGC 2516,07 58 04,-60 45 12,273.816,-15.856,409,8.37,0.101,8.052,B3,-111.7,30,0.06,22,-3.19,10
NGC 2527,08 04 58,-28 08 48,246.087,1.855,601,9.01,0.038,8.649,,19.5,10,,,-4.09,6.4
NGC 2533,08 07 04,-29 53 00,247.8,1.31,3379,12.79,0.047,8.876,,77.3,5,,,,
NGC 2539,08 10 37,-12 49 06,233.705,11.112,1363,10.93,0.082,8.57,A0,262.7,9,0.13,29.3,-4.07,-1.83
NGC 2546,08 12 15,-37 35 42,254.855,-1.986,919,10.23,0.134,7.874,B0,-31.8,70,0.12,15,-3.99,3.5
NGC 2547,08 10 09,-49 12 54,264.465,-8.597,455,8.42,0.041,7.557,B3,-68,25,-0.16,14.5,-7.71,3.8
NGC 2548,08 13 43,-05 45 00,227.873,15.393,769,9.53,0.031,8.557,A0,204.1,30,0.08,5,-0.83,1.9
NGC 2567,08 18 32,-30 38 24,249.795,2.961,1677,11.52,0.128,8.469,,86.6,7,,,-3.22,2.29
NGC 2571,08 18 56,-29 45 00,249.106,3.532,1342,11.06,0.137,7.488,B8,82.7,8,,,-3.86,6.4
NGC 2579,08 20 52,-36 13 00,254.674,0.213,1033,10.54,0.15,7.61,,3.8,7,,,-4.07,2.8
NGC 2580,08 21 28,-30 18 00,249.871,3.675,4000,13.9,0.28,8.2,,,6,,,,
NGC 2587,08 23 25,-29 30 30,249.459,4.472,2700,14.57,0.1,8.7,,210.5,2,,,-4.3,-2.5
NGC 2588,08 23 10,-32 58 30,252.28,2.449,4950,14.4,0.3,8.65,,224.2,1.5,,,,
NGC 2609,08 29 32,-61 06 36,276.146,-12.754,,,,,,,5,,,,
NGC 2627,08 37 15,-29 57 18,251.583,6.651,2034,11.81,0.086,8.566,,235.6,8,,,,
NGC 2632,08 40 24,+19 40 00,205.92,32.484,187,6.39,0.009,8.863,A0,100.4,70,0.14,34.4,-35.58,-12.9
NGC 2635,08 38 26,-34 46 12,255.6,3.957,5754,14.88,0.35,8.5,,397.1,1,,,,
NGC 2645,08 39 03,-46 14 00,264.787,-2.908,1668,12.29,0.38,7.283,,-84.6,3,,20.8,-4.59,6.15
NGC 2658,08 43 27,-32 39 30,254.555,6.07,2021,11.66,0.043,9.152,F8,213.7,6,,,,
NGC 2659,08 42 37,-44 59 00,264.179,-1.65,1713,12.76,0.514,6.89,B9,-49.3,5,,,,
NGC 2660,08 42 38,-47 12 00,265.929,-3.013,2826,13.23,0.313,9.033,,-148.5,3.5,-0.18,,,
NGC 2664,08 47 11,+12 36 06,214.35,31.314,,,,,,,8,,,,
NGC 2666,08 49 47,+44 42 12,175.916,39.278,,,,,,,11,,,,
NGC 2669,08 46 22,-52 56 54,270.835,-6.092,1046,10.66,0.18,7.927,B9,-111,20,,,-5.83,4
NGC 2670,08 45 30,-48 48 00,267.485,-3.625,1188,11.71,0.43,7.69,B5,-75.1,7,,,-8.1,5.9
NGC 2671,08 46 12,-41 52 42,262.148,0.787,1660,14.32,1.04,7.9,B9,22.8,6,,,,
NGC 2678,08 50 02,+11 20 18,216.035,31.421,,,,,,,10,,,,
NGC 2682,08 51 18,+11 48 00,215.696,31.896,908,9.97,0.059,9.409,B8,479.8,25,0,33,-8.62,-6
NGC 2818,09 16 01,-36 37 30,261.98,8.584,1855,11.72,0.121,8.626,,276.9,9,-0.17,20.69,,
NGC 2849,09 19 23,-40 31 24,265.274,6.357,6400,15.46,0.46,8.8,,,3.5,,,,
NGC 2866,09 22 07,-51 06 00,273.123,-0.764,1901,13.34,0.628,7.656,,-25.3,2,,,,
NGC 2910,09 30 30,-52 55 06,275.314,-1.176,2607,13.12,0.336,8.203,,-53.5,4,,,,
NGC 2925,09 33 11,-53 23 54,275.936,-1.254,774,9.69,0.08,7.85,,-16.9,10,,,-8.94,5.3
NGC 2932,09 35 28,-46 48 36,271.757,3.855,,,,,,,20,,,,
NGC 2972,09 40 12,-50 19 24,274.686,1.757,2062,12.63,0.343,7.968,,63.2,3,-0.07,,,
NGC 2995,09 44 04,-54 46 48,278.047,-1.228,,,,,,,4.5,,,,
NGC 3033,09 48 37,-56 25 18,279.596,-2.071,922,10.84,0.327,7.845,,-33.3,4,,,,
NGC 3036,09 49 15,-62 40 11,283.66,-6.83,1200,11.64,0.4,8.61,,-142.7,14.4,,,-7.43,-1.25
NGC 3105,10 00 39,-54 47 18,279.915,0.264,4884,16.51,0.989,7.236,,22.5,2,,,,
NGC 3114,10 02 36,-60 07 12,283.332,-3.84,911,10.01,0.069,8.093,B9,-61,35,0.02,1,-7.54,3.5
NGC 3228,10 21 22,-51 43 42,280.697,4.545,544,8.76,0.028,7.932,B9,43.1,5,,,-15.64,-0.05
NGC 3231,10 26 58,+66 48 42,141.924,44.653,,,,,,,2.5,,,,
NGC 3247,10 25 51,-57 55 24,284.3,-0.31,1547,11.63,0.221,8.083,,0,4,,,,
NGC 3255,10 26 31,-60 40 36,286.089,-2.635,1445,11.57,0.25,8.3,,-66.4,2,,,,
NGC 3293,10 35 51,-58 13 48,285.856,0.074,2327,12.65,0.263,7.014,B0,3,6,,-13,-7.53,3.1
NGC 3324,10 37 20,-58 38 30,286.228,-0.188,2317,13.18,0.438,6.754,,-7.6,12,,,-7.46,3.11
NGC 3330,10 38 46,-54 07 24,284.188,3.849,894,9.91,0.05,8.229,,60,4,,,,
NGC 3446,10 52 12,-45 08 54,281.861,12.79,,,,,,,15,,,,
NGC 3496,10 59 36,-60 20 12,289.515,-0.411,990,11.43,0.469,8.471,,-7.1,8,,,-4.35,3.1
NGC 3520,11 07 08,-18 01 24,270.774,38.25,,,,,,,0.6,,,,
NGC 3532,11 05 39,-58 45 12,289.571,1.347,486,8.55,0.037,8.492,B5,11.4,50,-0.02,7,-10.95,4.8
NGC 3572,11 10 23,-60 14 54,290.705,0.202,1995,12.71,0.389,6.891,B0,7,5,,-4.1,,
NGC 3590,11 12 59,-60 47 18,291.204,-0.178,1651,12.48,0.449,7.231,B3,-5.1,3,,,,
NGC 3603,11 15 07,-61 15 36,291.617,-0.522,3634,16.95,1.338,6.842,O3,-33.1,0.5,,,,
NGC 3680,11 25 38,-43 14 36,286.764,16.919,938,10.07,0.066,9.077,,273,5,-0.09,15,-5.86,1.9
NGC 3766,11 36 14,-61 36 30,294.117,-0.03,1745,11.75,0.175,7.16,B0,-0.9,5,,-19,-7.21,1.33
NGC 3909,11 49 49,-48 15 06,292.457,13.363,,,,,,,15,,,,
NGC 3960,11 50 33,-55 40 24,294.367,6.183,2258,12.7,0.302,8.822,,243.2,5,-0.17,-22.56,,
NGC 4052,12 01 12,-63 13 12,297.3,-0.9,1209,10.91,0.16,8.4,B3,-19,18,,,-6.63,-1.17
NGC 4103,12 06 40,-61 15 00,297.574,1.155,1632,11.98,0.294,7.393,B0,32.9,6,,,-7.3,-0.13
NGC 4230,12 17 20,-55 06 06,298.025,7.445,,,,,,,8,,,,
NGC 4337,12 24 04,-58 07 24,299.313,4.556,489,8.9,0.146,8.454,,38.8,4,,,,
NGC 4349,12 24 08,-61 52 18,299.719,0.83,2176,12.88,0.384,8.315,B8,31.5,5,,,-5.77,1.44
NGC 4439,12 28 27,-60 06 18,300.068,2.639,1785,12.34,0.348,7.909,B0,82.2,4,,,-10.49,-0.85
NGC 4463,12 29 56,-64 47 24,300.643,-2.014,1050,11.45,0.434,7.505,B0,-36.9,3.5,,-14.6,-4.85,0.88
NGC 4609,12 42 18,-62 59 42,301.895,-0.142,1223,11.45,0.328,7.892,B4,-3,4,,,-9.45,-6.52
NGC 4755,12 53 40,-60 22 05,303.208,2.503,1976,12.68,0.388,7.216,B2,86.3,10,,-20.2,-4.42,-1.53
NGC 4815,12 57 59,-64 57 36,303.625,-2.097,3079,14.95,0.808,8.369,,-112.7,5,,,,
NGC 4852,13 00 09,-59 36 48,304.035,3.24,1100,11.6,0.45,8.3,,62.2,7,,,,
NGC 5043,13 16 08,-60 04 11,306.01,2.66,970,10.4,0.15,8.79,,45,20.4,,,-10.6,-0.86
NGC 5045,13 14 09,-63 23 23,305.47,-0.63,1500,12.03,0.37,7.11,,-16.5,45.6,,-16.76,-5.9,-2.05
NGC 5138,13 27 16,-59 02 00,307.536,3.518,1986,12.3,0.262,7.986,,121.9,7,0.12,,-3.65,1.23
NGC 5155,13 29 35,-63 25 30,307.183,-0.869,,,,,,,12,,,,
NGC 5168,13 31 06,-60 56 24,307.732,1.562,1777,12.58,0.431,8.001,B0,48.4,4,,,-4.15,-0.28
NGC 5269,13 44 44,-62 54 54,308.955,-0.668,,,,,,,3,,,,
NGC 5281,13 46 35,-62 55 00,309.161,-0.714,1108,10.92,0.225,7.146,B0,-13.8,7,,,-5.29,-3.45
NGC 5284,13 46 41,-59 12 00,309.962,2.916,,,,,,,30,,,,
NGC 5288,13 48 44,-64 41 06,309.01,-2.492,2100,13.94,0.75,8.11,,106.8,3,0.32,,,
NGC 5299,13 50 26,-59 56 54,310.261,2.081,,,,,,,25,,,,
NGC 5316,13 53 57,-61 52 06,310.229,0.115,1215,11.25,0.267,8.202,B5,2.4,14,,,-5.02,0.19
NGC 5359,14 00 07,-70 23 23,308.67,-8.28,2500,12.3,0.1,8.3,,-360,20.4,,,-5.75,-1.55
NGC 5381,14 00 41,-59 35 12,311.602,2.114,,,,,,,11,,,,
NGC 5385,13 52 27,+76 10 24,118.197,40.389,,,,,,,8,,,,
NGC 5460,14 07 27,-48 20 36,315.746,12.628,678,9.44,0.092,8.207,B8,148.2,35,,-14,-6.59,-2.6
NGC 5593,14 25 37,-54 47 59,316.3,5.61,850,9.65,0,8.77,,83.1,21.6,,,-3.28,-2.08
NGC 5606,14 27 47,-59 37 54,314.841,0.994,1805,12.75,0.474,7.075,B0,31.3,3,,-37.1,-5.19,-4.6
NGC 5617,14 29 44,-60 42 42,314.67,-0.1,1533,12.43,0.485,7.915,B0,-2.7,10,,,-2.04,-2.32
NGC 5662,14 35 37,-56 37 06,316.937,3.394,666,10.08,0.311,7.968,B8,39.4,29,,-23.2,-5.02,-5.5
NGC 5715,14 43 29,-57 34 36,317.526,2.085,1600,12.73,0.55,8.7,,,8,,,,
NGC 5749,14 48 53,-54 29 54,319.529,4.545,1031,11.23,0.376,7.728,B8,81.7,10,,,-1.75,-3.36
NGC 5764,14 53 32,-52 40 12,320.968,5.873,2800,15.3,1,8.3,,286.5,3,,,,
NGC 5800,15 01 47,-51 55 06,322.442,5.946,,,,,,,12,,,,
NGC 5822,15 04 22,-54 24 00,321.57,3.59,917,10.28,0.15,8.83,B8,57.4,63.6,,-24.42,-7.46,-5.66
NGC 5823,15 05 31,-55 35 59,321.12,2.47,1192,10.66,0.09,8.9,F0,51.4,15.6,,,-6.15,-3.53
NGC 5925,15 27 26,-54 31 42,324.361,1.72,,,,,A1,,20,,,,
NGC 5998,15 49 34,-28 35 18,343.817,19.809,,,,,,,4,,,,
NGC 5999,15 52 08,-56 28 24,326.008,-1.925,2050,12.95,0.45,8.6,A0,-68.9,3,,,,
NGC 6005,15 55 48,-57 26 12,325.78,-2.986,2690,13.54,0.45,9.08,,-140.1,5,,,,
NGC 6025,16 03 17,-60 25 54,324.551,-5.884,756,9.89,0.159,7.889,B3,-77.5,14,,,-3.12,-3.2
NGC 6031,16 07 35,-54 00 54,329.281,-1.498,1823,12.45,0.371,8.069,B3,-47.7,3,,,-2.39,-7.52
NGC 6067,16 13 11,-54 13 06,329.745,-2.205,1417,11.93,0.38,8.076,B2,-54.5,14,0.13,-39.9,-1.72,-2.48
NGC 6087,16 18 50,-57 56 06,327.726,-5.426,891,10.29,0.175,7.976,B5,-84.3,14,-0.01,5.7,-2.35,-3.9
NGC 6124,16 25 20,-40 39 12,340.741,6.016,512,10.87,0.75,8.147,B8,53.7,39,,,-1.26,-3
NGC 6134,16 27 46,-49 09 06,334.917,-0.198,913,11.03,0.395,8.968,B8,-3.2,6,0.18,-26,-0.86,-4.6
NGC 6152,16 32 42,-52 38 23,332.91,-3.15,1030,10.68,0.2,8.65,B5,-56.6,43.2,,,-2.06,-2.5
NGC 6167,16 34 34,-49 46 18,335.222,-1.427,1108,12.64,0.779,7.887,B0,-27.6,7,,,-0.83,-4.52
NGC 6169,16 34 04,-44 02 42,339.378,2.515,,,,,,,12,,,,
NGC 6178,16 35 47,-45 38 36,338.405,1.211,1014,10.71,0.219,7.248,B5,21.4,5,,4.5,0.62,-2.06
NGC 6192,16 40 23,-43 22 00,340.647,2.122,1547,12.92,0.637,8.13,A2,57.3,9,,,,
NGC 6193,16 41 20,-48 45 48,336.711,-1.574,1155,11.79,0.475,6.775,B0,-31.7,14,,-24.3,0.23,-4.48
NGC 6200,16 44 07,-47 27 48,337.996,-1.069,2054,13.36,0.581,6.928,,-38.3,14,,,-1,-5.06
NGC 6204,16 46 09,-47 01 00,338.56,-1.04,1085,11.51,0.43,7.564,B0,-19.7,5,,-53,-0.02,-0.01
NGC 6208,16 49 28,-53 43 42,333.755,-5.765,939,10.51,0.21,9.069,,-94.3,18,,,-0.24,0.53
NGC 6216,16 49 24,-44 43 42,340.673,0.006,4300,14.56,0.45,7.54,,0.5,4,,,,
NGC 6231,16 54 10,-41 49 30,343.464,1.184,1243,11.83,0.439,6.843,O8,25.7,14,,-25,-1.73,-1.07
NGC 6242,16 55 33,-39 27 42,345.468,2.466,1131,11.44,0.377,7.608,B5,48.7,9,,,0,1.65
NGC 6249,16 57 41,-44 48 42,341.537,-1.186,981,11.33,0.443,7.386,,-20.3,5,,,2.18,-5
NGC 6250,16 57 56,-45 56 12,340.683,-1.92,865,10.77,0.35,7.415,B8,-29,10,,,-0.19,-3.3
NGC 6253,16 59 05,-52 42 30,335.46,-6.251,1510,11.51,0.2,9.7,,-164.4,4,0.36,,,
NGC 6259,17 00 45,-44 39 18,341.998,-1.517,1031,11.61,0.498,8.336,F8,-27.3,14,0.02,-33.7,-0.11,-3.74
NGC 6268,17 02 10,-39 43 42,346.049,1.3,1029,11.26,0.387,7.236,,23.3,6,,,,
NGC 6281,17 04 41,-37 59 06,347.731,1.972,479,8.86,0.148,8.497,,16.5,8,,,-3.43,-3.6
NGC 6318,17 16 11,-39 25 30,347.902,-0.688,2220,15.45,1.2,8.2,,-25.2,4,,,,
NGC 6322,17 18 25,-42 56 00,345.279,-3.057,996,11.82,0.59,7.058,B1,-53.1,5,,,0.92,-0.48
NGC 6334,17 20 49,-36 06 12,351.146,0.475,,,,,,,20,,,,
NGC 6357,17 24 43,-34 12 06,353.165,0.895,,,,,,,2,,,,
NGC 6360,17 24 27,-29 52 18,356.728,3.13,,,,,,,5,,,,
NGC 6374,17 32 18,-32 36 00,355.375,0.465,,,,,,,4,,,,
NGC 6383,17 34 48,-32 34 00,355.69,0.041,985,10.89,0.298,6.962,O7,0.7,20,,7,1.58,-2
NGC 6396,17 37 36,-35 01 36,353.93,-1.774,1192,13.25,0.926,7.506,,-36.9,3,,-29,,
NGC 6400,17 40 12,-36 57 00,352.58,-3.24,950,10.23,0.11,8.78,,-53.7,25.2,,,-0.94,-2.92
NGC 6404,17 39 37,-33 14 48,355.659,-1.177,2400,14.75,0.92,8.7,,-49.3,2,,,,
NGC 6405,17 40 20,-32 15 12,356.58,-0.777,487,8.88,0.144,7.974,B5,-6.6,20,0.06,10.4,-2.19,-5.4
NGC 6415,17 44 18,-35 04 00,354.41,-2.753,,,,,,,,,,,
NGC 6416,17 44 19,-32 21 42,356.932,-1.549,741,10.13,0.251,8.087,A0,-20,14,,,-1.39,0.2
NGC 6421,17 45 44,-33 41 36,355.901,-2.405,,,,,,,8,,,,
NGC 6425,17 47 01,-31 31 48,357.94,-1.606,778,10.69,0.399,7.347,,-21.8,10,,,3.11,-2.79
NGC 6437,17 48 24,-35 21 00,354.443,-4.184,,,,,,,15,,,,
NGC 6444,17 49 33,-34 49 11,355.39,-3.75,560,9.11,0.12,9,,-36.6,20.4,,,1.61,-0.4
NGC 6451,17 50 41,-30 12 36,359.478,-1.601,2080,13.67,0.672,8.134,,-58.1,7,,,4.77,-2.06
NGC 6455,17 51 08,-35 20 18,355.318,-4.33,,,,,,,8,,,,
NGC 6469,17 53 13,-22 19 11,6.55,1.94,550,9.63,0.3,8.36,B8,18.6,18,,,3.04,-1.2
NGC 6475,17 53 51,-34 47 36,355.861,-4.501,301,7.71,0.103,8.475,B8,-23.6,80,,-9.2,1.67,-3.6
NGC 6476,17 54 02,-29 08 42,0.805,-1.704,,,,,,,,,,,
NGC 6480,17 54 26,-30 27 06,359.704,-2.44,,,,,,,5,,,,
NGC 6494,17 57 04,-18 59 06,9.894,2.834,628,10.09,0.356,8.477,B9,31,29,0.09,-8.6,1.37,-1.2
NGC 6507,17 59 50,-17 27 00,11.554,3.028,1230,13.08,0.85,8.6,,65,14,,,,
NGC 6514,18 02 42,-22 58 18,7.086,-0.287,816,10.15,0.19,7.368,O5,-4.1,28,,-22,0.06,-0.9
NGC 6520,18 03 24,-27 53 18,2.881,-2.844,1577,12.33,0.431,7.724,,-78.2,5,,,0.69,-2.65
NGC 6525,18 02 06,+11 01 24,37.378,15.89,,,,,,,8,,,,
NGC 6529,18 05 29,-36 17 48,355.707,-7.3,,,,,,,,,,,
NGC 6530,18 04 31,-24 21 30,6.083,-1.331,1330,11.65,0.333,6.867,O5,-30.9,14,,-30,0.58,-2.09
NGC 6531,18 04 13,-22 29 24,7.677,-0.355,1205,11.28,0.281,7.07,B0,-7.5,14,,-16,2.28,-3.05
NGC 6546,18 07 22,-23 17 48,7.328,-1.382,938,11.38,0.491,7.849,,-22.6,14,,,-2.41,-0.7
NGC 6554,18 08 59,-18 26 06,11.762,0.648,,,,,,,20,,,,
NGC 6561,18 10 29,-16 43 47,13.42,1.16,3400,13.9,0.4,6.92,,68.8,21.6,,-17.93,0.02,0.02
NGC 6568,18 12 43,-21 36 00,9.41,-1.64,1000,10.77,0.25,8.71,,-28.6,26.4,,,-1.43,-1.71
NGC 6573,18 13 41,-22 07 06,9.063,-2.091,,,,,,,1,,,,
NGC 6583,18 15 49,-22 08 12,9.283,-2.534,2040,13.5,0.51,9,,-90,1,,,,
