#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-07-02T20:26:12 [V1.99+ (14-Oct-2013)]
Cluster,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
FSR_1113         ,107.3,-1.502,0.024,20,-0.566,1.913,0.254,NN            ,9.44,0.14,12.88,3767,-3031,-2226,214,11586,[FSR2007] 1113                 ,107.3,-1.502
FSR_1117         ,94.159,-8.945,0.09,26,-3.711,0.704,1.049,NN            ,7.19,1.52,9.8,911,-712,-537,-185,9067,[FSR2007] 1117                 ,94.159,-8.945
FSR_1125         ,102.619,-5.444,0.024,23,-0.255,1.055,0.113,NN            ,8.08,2.25,14.13,6699,-5297,-4089,-314,14237,[FSR2007] 1125                 ,102.619,-5.444
FSR_1144         ,104.298,-6.628,0.047,60,-1.28,1.144,0.512,NN            ,7.81,0.66,11.29,1808,-1395,-1149,-55,9802,[FSR2007] 1144                 ,104.298,-6.628
FSR_1150         ,106.146,-6.621,0.028,34,-0.5,0.102,0.224,NN            ,8.85,0.9,12.73,3507,-2674,-2269,-6,11245,[FSR2007] 1150                 ,106.146,-6.621
FSR_1153         ,108.573,-5.658,0.046,7,-1.376,1.206,0.33,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1153                 ,108.573,-5.658
FSR_1163         ,104.81,-9.078,0.076,37,0.192,1.215,0.396,NN            ,9.13,1.05,11.85,2345,-1744,-1565,-98,10205,[FSR2007] 1163                 ,104.81,-9.078
FSR_1170         ,106.873,-8.879,0.019,17,-0.639,-0.213,0.33,NN            ,8.29,1.85,12.46,3110,-2287,-2107,-27,10834,[FSR2007] 1170                 ,106.873,-8.879
FSR_1171         ,105.058,-10.32,0.014,15,0.244,-0.858,0.21,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1171                 ,105.058,-10.32
FSR_1172         ,103.909,-11.035,0.021,14,-0.486,-0.247,0.39,NN            ,8.05,1.71,12.01,2526,-1835,-1726,-180,10320,[FSR2007] 1172                 ,103.909,-11.035
FSR_1180         ,108.897,-9.453,0.067,58,-1.208,1.815,0.327,NN            ,8.74,1.15,12.15,2686,-1929,-1868,46,10437,[FSR2007] 1180                 ,108.897,-9.453
FSR_1183         ,108.357,-9.884,0.039,30,-1.419,1.217,0.428,NN            ,8.26,0.4,11.71,2201,-1577,-1535,12,10035,[FSR2007] 1183                 ,108.357,-9.884
FSR_1207         ,106.883,-13.328,0.024,44,-1.289,0.762,0.348,NN            ,8.38,1.29,12,2513,-1724,-1824,-111,10229,[FSR2007] 1207                 ,106.883,-13.328
FSR_1209         ,106.785,-13.827,0.033,41,-0.928,0.689,0.19,NN            ,8.45,1.3,13.69,5467,-3723,-3994,-272,12707,[FSR2007] 1209                 ,106.785,-13.827
FSR_1211         ,115.336,-9.607,0.038,57,-3.137,2.564,0.288,NN            ,9.08,0.19,12.6,3311,-2233,-2415,375,10845,[FSR2007] 1211                 ,115.336,-9.607
FSR_1212         ,106.941,-14.145,0.031,24,-0.246,0.314,0.216,NN            ,9.14,1.54,14.93,9682,-6550,-7114,-484,16502,[FSR2007] 1212                 ,106.941,-14.145
FSR_1252         ,110.659,-18.703,0.045,70,-1.822,2.99,0.263,NN            ,8.93,0.9,12.41,3035,-1823,-2425,-96,10448,[FSR2007] 1252                 ,110.659,-18.703
FSR_1253         ,111.583,-18.433,0.057,102,-2.089,1.878,0.223,NN            ,8.47,1.41,13.32,4607,-2757,-3691,-74,11695,[FSR2007] 1253                 ,111.583,-18.433
FSR_1260         ,112.088,-19.679,0.049,40,-3.159,3.444,0.321,NN            ,8.15,0.71,12.38,2989,-1733,-2435,-57,10363,[FSR2007] 1260                 ,112.088,-19.679
FSR_1284         ,109.992,-24.535,0.042,38,-0.983,1.357,0.392,NN            ,8.77,0.84,11.84,2330,-1231,-1966,-206,9771,[FSR2007] 1284                 ,109.992,-24.535
FSR_1297         ,110.984,-25.879,0.049,25,-2.775,3.314,0.754,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1297                 ,110.984,-25.879
FSR_1315         ,117.159,-26.974,0.08,38,-2.435,3.123,0.208,NN            ,7.91,0.82,13.25,4458,-2009,-3979,-48,11088,[FSR2007] 1315                 ,117.159,-26.974
FSR_1335         ,123.012,-28.986,0.014,15,-2.67,3.172,0.131,NN            ,7.05,1.03,14.21,6961,-2645,-6430,328,12729,[FSR2007] 1335                 ,123.012,-28.986
FSR_1342         ,119.487,-31.511,0.036,66,-2.375,2.693,0.229,NN            ,7.41,2.42,13.21,4384,-1632,-4068,-93,10770,[FSR2007] 1342                 ,119.487,-31.511
FSR_1352         ,116.614,-34.287,0.033,16,-1.981,3.148,0.24,NN            ,6.54,2.57,12.81,3643,-1283,-3397,-298,10205,[FSR2007] 1352                 ,116.614,-34.287
FSR_1360         ,120.392,-34.483,0.043,54,-1.798,2.838,0.375,NN            ,8.19,1.24,11.89,2386,-773,-2256,-88,9389,[FSR2007] 1360                 ,120.392,-34.483
FSR_1361         ,117.656,-36.401,0.109,199,-2.531,4.006,0.359,NN            ,8.46,1.73,12.17,2721,-857,-2571,-238,9550,[FSR2007] 1361                 ,117.656,-36.401
FSR_1363         ,122.655,-34.616,0.034,23,-1.465,1.98,0.24,NN            ,8.35,0.65,12.84,3691,-1129,-3514,-40,10100,[FSR2007] 1363                 ,122.655,-34.616
FSR_1378         ,120.304,-40.676,0.069,134,-5.659,11.934,0.588,NN            ,9.35,1.11,10.99,1578,-371,-1526,-149,8844,[FSR2007] 1378                 ,120.304,-40.6761
FSR_1380         ,122.764,-39.994,0.036,53,-2.221,1.87,0.26,NN            ,9.01,2.47,12.56,3245,-743,-3153,-197,9614,[FSR2007] 1380                 ,122.764,-39.994
FSR_1399         ,131.035,-39.352,0.029,35,-4.111,3.387,0.315,NN            ,8.99,2.7,12.33,2920,-510,-2874,104,9305,[FSR2007] 1399                 ,131.035,-39.352
FSR_1402         ,136.441,-37.874,0.053,96,-3.724,1.739,0.194,NN            ,9.48,0.89,13.2,4373,-641,-4300,475,9957,[FSR2007] 1402                 ,136.441,-37.874
FSR_1407         ,142.445,-33.848,0.052,92,-4.806,5.983,0.275,NN            ,9.61,0.57,12.69,3455,-471,-3340,749,9423,[FSR2007] 1407                 ,142.445,-33.848
FSR_1419         ,124.711,-47.786,0.032,11,-2.529,2.86,0.036,NN            ,9.21,1.25,15.24,11165,-1150,-11031,-1285,14552,[FSR2007] 1419                 ,124.711,-47.786
FSR_1435         ,134.218,-43.757,0.084,47,-3.9,2.732,0.436,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1435                 ,134.218,-43.757
FSR_1441         ,129.88,-47.098,0.039,38,-3.723,3.567,0.189,NN            ,8.85,1.39,13.19,4338,-337,-4317,-254,9692,[FSR2007] 1441                 ,129.88,-47.098
FSR_1452         ,133.332,-47.871,0.056,31,-4.603,3.722,0.363,NN            ,8.37,1.49,11.81,2300,-96,-2296,-81,8743,[FSR2007] 1452                 ,133.332,-47.871
FSR_1460         ,136.922,-47.827,0.044,11,-3.49,3.944,0.225,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1460                 ,136.922,-47.827
FSR_1484         ,142.452,-50.697,0.035,30,-5.154,3.537,0.406,NN            ,8.64,2.25,11.87,2370,153,-2365,15,8521,[FSR2007] 1484                 ,142.452,-50.697
FSR_1509         ,147.006,-55.073,0.028,32,-4.049,2.723,0.233,NN            ,7.79,3.43,13.12,4203,633,-4154,-79,8754,[FSR2007] 1509                 ,147.006,-55.073
FSR_1521         ,148.852,-56.605,0.06,68,-4.886,4.467,0.201,NN            ,9.72,2.72,13.47,4933,893,-4849,-139,8886,[FSR2007] 1521                 ,148.852,-56.605
FSR_1530         ,152.216,-57.288,0.041,46,-5.661,3.373,0.196,NN            ,9.03,3.9,13.67,5421,1156,-5295,-101,8924,[FSR2007] 1530                 ,152.216,-57.288
FSR_1580         ,171.917,-58.471,0.039,7,-5.244,1.408,0.125,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1580                 ,171.917,-58.471
FSR_1586         ,170.679,-62.302,0.057,104,-5.934,1.513,0.211,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1586                 ,170.6791,-62.302
FSR_1591         ,174.222,-62.731,0.048,61,-5.469,1.67,0.255,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1591                 ,174.2221,-62.731
FSR_1595         ,176.771,-62.639,0.03,38,-6.779,1.373,0.179,NN            ,8.84,2.45,13.66,5384,2327,-4855,-64,7727,[FSR2007] 1595                 ,176.7711,-62.639
FSR_1663         ,205.251,-60.203,0.044,84,-5.031,-2.464,0.27,NN            ,9.11,2.42,12.34,2940,1851,-2282,106,6877,[FSR2007] 1663                 ,205.251,-60.203
FSR_1723         ,238.769,-46.014,0.047,104,-0.196,-1.395,0.642,NN            ,8.25,1.04,10.88,1496,1326,-675,152,7045,[FSR2007] 1723                 ,238.769,-46.014
FSR_1750         ,255.523,-38.875,0.041,69,-1.604,-2.317,0.253,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1750                 ,255.523,-38.875
Feibelman_1      ,304.417,38.03,0.034,30,-3.192,-4.956,0.26,NN            ,8.14,1.93,12.98,3944,966,3822,92,8305,Name Feibelman 1               ,304.417,38.03
Ferrero_1        ,275.063,-32.338,0.188,98,0.149,-4.809,1.145,NN            ,8.4,0.4,9.71,875,866,10,-124,7473,Cl Ferrero 1                   ,275.063,-32.338
Ferrero_11       ,93.646,0.637,0.231,71,-3.013,-4.339,1.24,NN            ,8.45,0.57,9.57,820,-716,-383,-112,9064,Cl Ferrero 11                  ,93.646,0.637
Gaia_1           ,101.474,-16.733,0.086,185,-0.079,1.249,0.145,NN            ,9.5,0.59,14.05,6460,-4328,-4694,-981,13510,[KBT2017] Gaia 1               ,101.474,-16.733
Gaia_2           ,28.136,53.058,0.031,6,-1.181,1.299,0.099,Koposov17     ,9.9,0.5,13.65,5370,-3562,3935,-813,12536,[KBT2017] Gaia 2               ,28.136,53.058
Graham_1         ,164.134,-63.018,0.028,14,-6.324,2.178,0.218,NN            ,7.19,2.29,12.76,3558,1233,-3332,-185,7848,[KPS2012] MWSC 1871            ,164.1341,-63.018
Gulliver_1       ,161.582,-57.034,0.089,82,-7.926,3.582,0.323,NN            ,9.14,0.3,12.18,2731,775,-2617,85,8004,Cl Gulliver 1                  ,161.5821,-57.034
Gulliver_10      ,123.09,-38.676,0.183,42,-4.443,4.965,1.652,NN            ,6.97,0.62,8.94,613,-150,-593,-27,8511,Cl Gulliver 10                 ,123.09,-38.676
Gulliver_11      ,67.996,43.62,0.131,61,0.4,-2.229,1.061,NN            ,8.51,0.76,9.79,907,-848,318,-48,9194,Cl Gulliver 11                 ,67.996,43.62
Gulliver_12      ,181.174,-61.308,0.076,43,-5.948,-0.41,0.559,NN            ,8.33,0.58,11.18,1722,791,-1529,31,7702,Cl Gulliver 12                 ,181.1741,-61.308
Gulliver_13      ,104.858,-13.254,0.115,72,-2.941,0.281,0.62,NN            ,9,0.78,10.9,1513,-1055,-1079,-112,9456,Cl Gulliver 13                 ,104.858,-13.254
Gulliver_14      ,259.928,-36.785,0.184,30,-3.719,-4.792,0.745,NN            ,8.78,1.63,10.48,1247,1230,-206,5,7112,Cl Gulliver 14                 ,259.928,-36.785
Gulliver_15      ,272.599,-16.723,0.089,58,-1.06,-1.638,0.506,NN            ,7.93,2.08,11.55,2043,1986,474,42,6370,Cl Gulliver 15                 ,272.599,-16.723
Gulliver_16      ,23.433,60.751,0.046,43,-1.249,-0.614,0.208,NN            ,8.15,1.39,13.45,4886,-3012,3845,-144,11986,Cl Gulliver 16                 ,23.433,60.751
Gulliver_17      ,302.654,35.871,0.063,98,-1.078,-3.029,0.555,NN            ,7.84,0.92,11.06,1631,470,1561,37,8022,Cl Gulliver 17                 ,302.654,35.871
Gulliver_18      ,302.905,26.532,0.124,180,-3.198,-5.646,0.613,NN            ,7.6,1.59,11.01,1595,659,1448,-110,7816,Cl Gulliver 18                 ,302.905,26.532
Gulliver_19      ,344.19,61.106,0.157,132,0.893,-2.258,0.634,NN            ,7.99,3.01,11.19,1732,-578,1632,37,9067,Cl Gulliver 19                 ,344.19,61.106
Gulliver_2       ,122.883,-37.404,0.073,59,-4.951,4.576,0.696,NN            ,6.82,0.51,10.69,1375,-364,-1325,-48,8805,Cl Gulliver 2                  ,122.883,-37.404
Gulliver_20      ,273.736,11.082,0.704,46,1.039,-6.525,2.347,NN            ,8.25,0.25,8.17,429,326,262,97,8018,Cl Gulliver 20                 ,273.736,11.082
Gulliver_21      ,106.961,-25.462,0.364,121,-1.929,4.205,1.504,NN            ,8.44,0.13,9.13,670,-356,-560,-92,8714,Cl Gulliver 21                 ,106.961,-25.462
Gulliver_22      ,84.848,26.368,0.119,22,-1.523,-4.605,1.257,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Gulliver 22                 ,84.848,26.368
Gulliver_23      ,304.255,38.055,0.046,114,-2.446,-4.444,0.246,NN            ,8.72,2.18,12.67,3424,842,3318,87,8199,Cl Gulliver 23                 ,304.255,38.055
Gulliver_24      ,1.161,62.835,0.101,75,-3.241,-1.57,0.636,NN            ,8.25,1.05,10.88,1498,-694,1327,11,9131,Cl Gulliver 24                 ,1.161,62.835
Gulliver_25      ,52.011,45.152,0.331,39,0.96,-4.089,0.711,NN            ,8.56,0.82,10.66,1356,-1156,673,-221,9520,Cl Gulliver 25                 ,52.011,45.152
Gulliver_26      ,80.689,35.27,0.076,43,2.018,-2.874,0.36,NN            ,8.58,1.62,12.13,2671,-2645,369,-29,10991,Cl Gulliver 26                 ,80.689,35.27
Gulliver_27      ,146.088,-54.117,0.049,51,-4.658,3.467,0.322,NN            ,8.78,1.09,12.17,2716,361,-2692,-33,8420,Cl Gulliver 27                 ,146.088,-54.117
Gulliver_28      ,293.559,18.059,0.555,57,-4.485,-3.4,1.581,NN            ,8.53,0.97,9.01,634,374,512,-9,7981,Cl Gulliver 28                 ,293.559,18.059
Gulliver_29      ,256.745,-35.205,0.679,342,1.325,-2.206,0.905,NN            ,7.03,1.02,10.36,1180,1161,-199,67,7181,Cl Gulliver 29                 ,256.745,-35.205
Gulliver_3       ,122.536,-37.244,0.035,34,-2.962,4.106,0.191,NN            ,8.18,1.45,13.23,4435,-1196,-4267,-165,10448,Cl Gulliver 3                  ,122.536,-37.244
Gulliver_30      ,313.673,45.996,0.083,51,-2.524,-3.697,0.427,NN            ,8.18,1.37,11.78,2272,146,2267,25,8501,Cl Gulliver 30                 ,313.673,45.996
Gulliver_31      ,301.912,38.232,0.077,46,-1.5,-3.113,0.396,NN            ,8.16,1.1,11.98,2493,648,2403,134,8058,Cl Gulliver 31                 ,301.912,38.232
Gulliver_32      ,98.383,7.478,0.1,31,-0.879,2.304,0.577,NN            ,9.11,0.73,11.14,1693,-1544,-695,-16,9908,Cl Gulliver 32                 ,98.383,7.478
Gulliver_33      ,318.159,46.345,0.31,78,0.274,-3.959,0.867,NN            ,7.68,0.69,10.23,1113,26,1113,-27,8387,Cl Gulliver 33                 ,318.159,46.345
Gulliver_34      ,167.722,-59.158,0.045,14,-6.179,2.409,0.223,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Gulliver 34                 ,167.7221,-59.158
Gulliver_35      ,150.379,-58.198,0.09,19,-6.973,3.967,0.405,NN            ,8.19,1.05,11.87,2365,493,-2311,-98,8179,Cl Gulliver 35                 ,150.3791,-58.198
Gulliver_36      ,123.185,-35.111,0.14,96,-0.236,0.609,0.725,NN            ,8.87,0.47,10.59,1311,-387,-1253,-12,8816,Cl Gulliver 36                 ,123.185,-35.111
Gulliver_37      ,292.077,25.347,0.105,46,-0.775,-3.74,0.642,NN            ,8.55,1.33,10.79,1438,727,1237,95,7712,Cl Gulliver 37                 ,292.077,25.347
Gulliver_38      ,300.808,34.435,0.06,94,-0.921,-2.594,0.4,NN            ,8.91,1.64,11.94,2447,787,2315,77,7899,Cl Gulliver 38                 ,300.808,34.435
Gulliver_39      ,163.697,-58.05,0.045,36,-4.407,1.274,0.335,NN            ,8.79,1.38,12.02,2536,782,-2411,61,7932,Cl Gulliver 39                 ,163.697,-58.05
Gulliver_4       ,122.164,-37.5,0.079,54,-2.912,3.033,0.3,NN            ,9.06,0.94,12.19,2747,-738,-2643,-121,9455,Cl Gulliver 4                  ,122.164,-37.5
Gulliver_40      ,163.095,-58.394,0.082,29,-7.686,2.476,0.589,NN            ,7.62,0.64,11.09,1652,506,-1572,27,7989,Cl Gulliver 40                 ,163.0951,-58.394
Gulliver_41      ,277.718,-12.429,0.032,44,-1.79,-4.709,0.171,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Gulliver 41                 ,277.718,-12.429
Gulliver_42      ,303.935,37.851,0.054,42,-2.778,-5.452,0.181,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Gulliver 42                 ,303.935,37.851
Gulliver_43      ,296.283,24.558,0.075,49,-2.922,-5.796,0.351,NN            ,7.76,2.88,12.38,2994,1464,2611,4,7354,Cl Gulliver 43                 ,296.283,24.558
Gulliver_44      ,127.249,-38.095,0.189,143,-0.666,2.301,0.785,NN            ,8.65,0.78,10.44,1227,-273,-1196,9,8695,Cl Gulliver 44                 ,127.249,-38.095
Gulliver_45      ,104.617,3.104,0.054,41,-0.76,2.51,0.284,NN            ,9.49,1.08,12.61,3332,-2853,-1712,173,11323,Cl Gulliver 45                 ,104.617,3.104
Gulliver_46      ,186.234,-61.973,0.024,64,-6.946,0.125,0.181,NN            ,7.07,2.67,13.31,4587,2281,-3979,59,7248,Cl Gulliver 46                 ,186.2341,-61.973
Gulliver_47      ,107.932,0.827,0.161,73,-1.957,-0.432,0.491,NN            ,8.54,0.31,11.43,1930,-1585,-1089,164,9984,Cl Gulliver 47                 ,107.932,0.827
Gulliver_48      ,316.334,50.733,0.28,98,-4.781,-6.671,1.058,NN            ,7.26,2.87,10.09,1042,-18,1041,44,8423,Cl Gulliver 48                 ,316.334,50.733
Gulliver_49      ,350.704,61.988,0.156,153,-4.022,-3.05,0.587,NN            ,8.58,2.18,11.04,1613,-623,1488,24,9086,Cl Gulliver 49                 ,350.704,61.988
Gulliver_5       ,132.626,-45.509,0.107,15,-5.102,4.904,0.406,NN            ,7.58,1.5,11.65,2135,-169,-2128,-33,8771,Cl Gulliver 5                  ,132.626,-45.509
Gulliver_50      ,181.362,-62.678,0.106,62,-7.204,1.663,0.514,NN            ,7.61,0.94,11.19,1731,804,-1533,-8,7690,Cl Gulliver 50                 ,181.3621,-62.678
Gulliver_51      ,30.335,63.801,0.075,39,-4.892,-0.149,0.647,NN            ,8.56,1.42,10.93,1536,-998,1166,52,9410,Cl Gulliver 51                 ,30.335,63.801
Gulliver_52      ,161.669,-59.508,0.153,47,-4.755,1.47,0.396,NN            ,8.68,1.04,11.97,2482,754,-2364,-16,7945,Cl Gulliver 52                 ,161.669,-59.508
Gulliver_53      ,80.975,34.012,0.123,23,0.401,-2.837,0.384,NN            ,8.11,0.96,11.93,2434,-2417,287,-48,10760,Cl Gulliver 53                 ,80.975,34.012
Gulliver_54      ,81.297,33.688,0.102,30,-0.595,-7.299,0.791,NN            ,8.45,0.4,10.38,1190,-1182,131,-22,9523,Cl Gulliver 54                 ,81.297,33.688
Gulliver_55      ,297.833,18.661,0.085,23,-2.043,-2.53,0.369,manual        ,9.3,0.92,11.87,2369,1309,1967,-170,7300,Cl Gulliver 55                 ,297.833,18.661
Gulliver_56      ,95.38,26.909,0.071,18,0.534,-3.24,0.458,NN            ,8.61,0.44,11.58,2074,-2053,-203,213,10395,Cl Gulliver 56                 ,95.38,26.909
Gulliver_57      ,141.203,-48.075,0.11,94,-6.737,4.085,0.701,NN            ,8.64,2.21,10.74,1403,32,-1402,41,8425,Cl Gulliver 57                 ,141.203,-48.075
Gulliver_58      ,191.515,-61.965,0.074,196,-3.592,-0.353,0.398,NN            ,8.82,2.76,11.97,2478,1324,-2094,38,7321,Cl Gulliver 58                 ,191.515,-61.965
Gulliver_59      ,195.721,-64.6,0.172,67,-2.408,-1.053,0.434,NN            ,8.22,1.14,11.71,2199,1234,-1819,-67,7334,Cl Gulliver 59                 ,195.721,-64.6
Gulliver_6       ,83.278,-1.652,0.517,318,-0.007,-0.207,2.367,NN            ,7.22,0.25,8.03,403,-346,-163,-125,8688,Cl Gulliver 6                  ,83.278,-1.652
Gulliver_60      ,303.436,29.672,0.109,117,1.752,0.219,0.899,NN            ,7.97,1.01,10.13,1063,390,987,-48,8010,Cl Gulliver 60                 ,303.436,29.672
Gulliver_7       ,141.746,-55.127,0.034,56,-3.547,3.108,0.084,NN            ,8.68,1.5,13.71,5523,620,-5480,-301,9466,Cl Gulliver 7                  ,141.746,-55.127
Gulliver_8       ,80.56,33.792,0.102,29,-0.156,-2.982,0.872,NN            ,7.33,0.52,10.28,1137,-1128,134,-30,9469,Cl Gulliver 8                  ,80.56,33.792
Gulliver_9       ,126.998,-47.929,0.969,252,-5.992,6.915,1.985,manual        ,7.25,0.42,8.74,559,-48,-555,-52,8406,Cl Gulliver 9                  ,126.998,-47.929
Haffner_10       ,112.156,-15.364,0.029,163,-1.144,1.557,0.259,NN            ,9.58,1.35,12.66,3409,-2154,-2641,60,10821,Cl Haffner 10                  ,112.156,-15.364
Haffner_11       ,113.855,-27.708,0.048,140,-1.465,3.149,0.138,NN            ,8.97,1.56,13.74,5605,-2593,-4957,-346,12004,Cl Haffner 11                  ,113.855,-27.708
Haffner_13       ,115.209,-30.073,0.327,197,-6.184,5.879,1.742,NN            ,7.31,0,8.75,562,-236,-508,-35,8591,Cl Haffner 13                  ,115.209,-30.073
Haffner_14       ,116.182,-28.384,0.081,162,-1.821,1.728,0.226,NN            ,8.46,1.52,13.07,4108,-1800,-3689,-149,10790,Cl Haffner 14                  ,116.182,-28.384
Haffner_15       ,116.38,-32.846,0.031,151,-2.154,3.289,0.238,NN            ,7.41,3.13,12.91,3811,-1427,-3523,-276,10383,Cl Haffner 15                  ,116.38,-32.846
Haffner_16       ,117.586,-25.458,0.031,83,-2.811,2.991,0.293,NN            ,7.92,0.38,12.56,3244,-1518,-2867,26,10267,Cl Haffner 16                  ,117.586,-25.458
