#
# http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=B/ocl/clusters
#
"P","Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType","WEBDA","Lynga","recno","r_pmRA","r_RV"
" ","Loden 172        ","10 28 27","-60 40 00","nf",14,1415,0.146,8,-4.92,0.13,0.18,0.13,971,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1080,"D14",
" ","Loden 143        ","10 28 54","-58 47 00","d ",41,600,0.1,8.45,-4.62,0.05,0.55,0.05,4573,"K14",31.1,0.64,5,"      ","      ","  ","4-3-p-* ","WEBDA","Lynga",1081,"D14","D14"
" ","Hogg 7           ","10 29 05","-60 45 00","nf",4,4583,0.604,6,-4.94,0.28,0.13,0.27,131,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",1082,"D14",
" ","Hogg 8           ","10 29 10","-60 59 00","  ",3,7194,0.73,9.15,-5.36,0.57,-0.44,0.58,125,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1083,"D14",
" ","Loden 89         ","10 29 12","-56 47 00","nf",35,380,0.05,8.47,-6.05,0.08,-0.48,0.06,2287,"K14",20.05,20.27,3,"      ","      ","  ","        ","WEBDA","Lynga",1084,"D14","D14"
" ","Loden 59         ","10 30 18","-54 08 00","nf",2,650,0.02,8.45,-6.76,1.48,-1,0.62,5,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1085,"KHA",
" ","ESO 168 04       ","10 30 53","-53 52 00","nf",3,3084,0.479,9.315,-4.67,0.73,1.75,0.53,54,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1086,"D14",
" ","Ruprecht 90      ","10 31 00","-58 27 00","nf",5,6000,0.32,7.1,-3.9,0.04,1.53,0.13,130,"K14",-40,0,1,"      ","      ","  ","4-2-p-* ","WEBDA","Lynga",1087,"D14","K05"
"P","Collinder 223    ","10 32 16","-60 01 12","  ",18,2820,0.25,8,-5.32,0.09,-2.46,0.09,1362,"K14",2,1,"   ",-0.217,0.003,2,"        ","WEBDA","Lynga",1088,"D14","RGDZ"
" ","Loden 112        ","10 32 24","-56 42 00","d ",7,2500,0.6,6.96,-4.8,0.24,-2.08,0.4,159,"K14","       ","     ","   ","      ","      ","  ","3-1-p-* ","WEBDA","Lynga",1089,"D14",
" ","ASCC 60          ","10 33 07","-58 28 48","  ",14.4,800,0.1,8.36,-3.97,0.13,-3.26,0.12,900,"K14",37,10,2,"      ","      ","  ","        ","WEBDA","Lynga",1090,"D14","D14"
" ","Loden 153        ","10 34 42","-58 08 00","d ",2,2670,0.28,6.74,-5.85,0.68,4.13,0.75,5,"K14",-10.33,2.4,3,0.191,0.13,1,"4-2-p-* ","WEBDA","Lynga",1091,"K05","K07"
"P","Bochum 9         ","10 35 46","-60 07 00","  ",15,710,0.11,8.38,-6.38,0.13,-2.51,0.11,1140,"K14",-9.82,28.38,2,"      ","      ","  ","        ","WEBDA","Lynga",1092,"D14","D14"
"P","NGC 3293         ","10 35 51","-58 13 48","  ",6,2327,0.263,7.014,-7.53,0.4,3.1,0.32,3,"K14",-12,4,70,"      ","      ","  ","        ","WEBDA","Lynga",1093,"BDW","ESLK"
" ","Loden 165        ","10 35 56","-58 44 12","  ",11,1900,0.25,9.48,-5.81,0.15,-3.14,0.15,265,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1094,"D14",
" ","Loden 213        ","10 36 14","-61 51 00","nf",17,1876,0.416,8.875,-2.19,0.12,-2.45,0.1,1157,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1095,"D14",
" ","Carraro 1        ","10 37 00","-58 44 00","  ",4,1900,0.25,9.48,-6.74,0.51,-2.51,0.3,73,"K14",-8.5,0,1,"      ","      ","  ","        ","WEBDA","Lynga",1096,"D14","K14"
"P","NGC 3324         ","10 37 20","-58 38 30","  ",12,2317,0.438,6.754,-7.46,0.53,3.11,0.44,1,"K14",-8.5,3.7,1,-0.474,0.14,1,"        ","WEBDA","Lynga",1097,"BDW","D14"
" ","BH 99            ","10 37 54","-59 11 00","  ",20,507,0.055,7.605,-5.81,0.12,-2.5,0.09,1175,"K14",11.2,0.94,4,"      ","      ","  ","        ","WEBDA","Lynga",1098,"D14","D14"
"P","NGC 3330         ","10 38 46","-54 07 24","  ",4,894,0.05,8.229,-6.34,0.24,0.67,0.31,82,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1099,"D14",
" ","ESO 062 11       ","10 38 55","-69 02 00","d ",6,910,0.42,8.53,-7.69,0.48,2.96,0.37,117,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1100,"D14",
" ","DC 5             ","10 39 59","-59 11 21","  ",2.8,4430,0.833,6.05,-7.96,0.82,-0.31,0.82,37,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1101,"K14",
" ","Saurer 3         ","10 41 25","-55 18 20","  ",4,9550,0.76,9.3,-6.73,0.16,-1.62,0.01,86,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1102,"D14",
"P","Melotte 101      ","10 42 12","-65 06 00","  ",15,1995,0.48,7.89,-4.31,0.08,0.79,0.1,822,"K14",69.13,37.23,2,"      ","      ","  ","        ","WEBDA","Lynga",1103,"D14","D14"
"P","Bochum 10        ","10 42 12","-59 08 00","  ",20,2027,0.306,6.857,-5.79,0.05,-1.31,0.06,1142,"K14",-2.3,1.78,1,"      ","      ","  ","        ","WEBDA","Lynga",1104,"D14","D14"
"P","IC 2602          ","10 42 58","-64 24 00","  ",100,161,0.024,7.507,-17.49,0.22,10.1,0.22,22,"K14",18.12,0.3,10,0,0.02,8,"        ","WEBDA","Lynga",1105,"TYC","M09"
" ","Alessi 5         ","10 43 08","-61 10 00","  ",33,398,0.15,7.6,-14.33,2.24,4.4,2.24,13,"K14",18,3.7,1,-0.382,0.1,1,"3-3-p-* ","WEBDA","Lynga",1106,"AMD","D14"
"P","Trumpler 14      ","10 43 56","-59 33 00","v ",8.4,2900,0.36,6,-7.25,0.64,2.69,0.52,1,"K14",-6.74,8.93,3,"      ","      ","  ","        ","WEBDA","Lynga",1107,"BDW","D14"
"P","Collinder 228    ","10 44 00","-60 05 12","v ",14,2201,0.342,6.83,-6.55,0.6,2.03,0.46,1,"K14",-10.71,3.12,11,"      ","      ","  ","        ","WEBDA","Lynga",1108,"BDW","D14"
"P","Collinder 232    ","10 44 39","-59 33 36","  ",4,2300,0.48,6.3,-6.09,0.17,0.75,0.46,117,"K14",-3,4.6,1,"      ","      ","  ","        ","WEBDA","Lynga",1109,"D14","D14"
"P","Trumpler 15      ","10 44 43","-59 22 00","v ",14,1853,0.434,6.926,-7.71,1.03,3.26,0.78,1,"K14",-15.06,4.05,2,"      ","      ","  ","        ","WEBDA","Lynga",1110,"BDW","D14"
"P","Trumpler 16      ","10 45 10","-59 43 00","v ",12,2900,0.36,6,-6.94,0.09,1.41,0.08,490,"K14",-22.78,2.84,4,"      ","      ","  ","        ","WEBDA","Lynga",1111,"D14","D14"
" ","ASCC 61          ","10 46 08","-56 51 36","  ",38.4,1700,0.23,7.96,-4.54,0.05,-0.22,0.05,4681,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1112,"D14",
"P","Bochum 11        ","10 47 15","-60 05 00","  ",21,2412,0.576,6.764,-6.01,0.05,-0.29,0.03,1390,"K14",-14.6,3.12,7,"      ","      ","  ","        ","WEBDA","Lynga",1113,"D14","D14"
" ","Ruprecht 91      ","10 47 38","-57 28 02","  ",17,900,0.01,8.63,-3.08,0.16,0.64,0.14,1000,"K14",-10.58,5.98,2,"      ","      ","  ","3-3-vp- ","WEBDA","Lynga",1114,"D14","D14"
" ","Loden 189        ","10 50 00","-56 24 00","nf",22,720,0.13,8.64,-4.84,0.09,-0.93,0.08,1227,"K14",49.53,22.31,1,0.202,0.069,2,"        ","WEBDA","Lynga",1115,"D14","D14"
" ","ASCC 62          ","10 50 53","-60 06 00","  ",33.6,3000,0.24,7.5,-4.23,0.04,-1.38,0.03,4389,"K14",0.63,1.99,2,"      ","      ","  ","        ","WEBDA","Lynga",1116,"D14","D14"
" ","NGC 3446         ","10 52 12","-45 08 54","  ",15,1485,0.16,9,-8.26,0.36,2.23,0.24,226,"K14","       ","     ","   ","      ","      ","  ","3-3-p-* ","WEBDA","Lynga",1117,"D14",
" ","BH 106           ","10 52 42","-54 14 00","  ",3,1879,0.406,8,-6.88,0.64,0.74,0.55,55,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",1118,"D14",
" ","Teutsch 31       ","10 52 50","-59 27 39","  ",1.8,3250,1.09,8.78,-8.28,1.07,-0.65,1.07,49,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1119,"K14",
" ","Ruprecht 162     ","10 52 54","-62 19 00","  ",5,3019,0.312,8.385,-1.7,0.4,-0.2,0.42,203,"K14",-0.3,10,1,"      ","      ","  ","2-1-p-* ","WEBDA","Lynga",1120,"D14","D14"
" ","ESO 128 16       ","10 53 41","-58 14 24","nf",10,900,0.03,8.92,-1.2,0.29,-0.3,0.27,379,"K14",2.84,22.28,2,"      ","      ","  ","        ","WEBDA","Lynga",1121,"D14","D14"
" ","Ruprecht 92      ","10 53 47","-61 45 00","  ",7,2211,0.396,7.65,-2.44,0.11,-2.06,0.11,476,"K14",-15.6,1.8,1,0.201,0.13,1,"        ","WEBDA","Lynga",1122,"D14","K07"
" ","Kronberger 39    ","10 54 14","-61 44 16","  ",0.8,11100,0.9,"      ",-3.91,2.39,6.07,2.39,7,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1123,"K14",
" ","ASCC 63          ","10 55 52","-60 24 36","  ",18,3500,0.45,7.24,-2.72,0.06,-1.43,0.07,1691,"K14",-142,0,2,"      ","      ","  ","        ","WEBDA","Lynga",1124,"D14","K05"
"P","Trumpler 17      ","10 56 24","-59 12 00","  ",5,2189,0.605,7.706,-69.59,1.97,2.88,1.61,1,"K14",30.93,17.93,2,"      ","      ","  ","        ","WEBDA","Lynga",1125,"BDW","D14"
" ","Graham 1         ","10 56 32","-63 01 04","e ",2,3600,"      ","      ",-6.99,0.96,4.89,0.96,62,"K14","       ","     ","   ","      ","      ","  ","4-1-vp-*","WEBDA","Lynga",1126,"K14",
" ","Collinder 236    ","10 56 51","-61 07 00","  ",10,800,0.07,8.37,-2.23,0.09,-2.31,0.12,789,"K14",18.32,9.49,3,0.042,0.13,1,"4-1-m-* ","WEBDA","Lynga",1127,"D14","D14"
"P","Bochum 12        ","10 57 24","-61 43 00","  ",10,2218,0.24,7.61,-2.49,0.09,-3.08,0.11,735,"K14",-3.8,0.8,1,"      ","      ","  ","        ","WEBDA","Lynga",1128,"D14","D14"
"P","Hogg 9           ","10 58 22","-59 03 00","  ",1,3049,0.38,7.45,0.12,0.16,-0.97,0.85,28,"K14","       ","     ","   ","      ","      ","  ","2-1-vp-*","WEBDA","Lynga",1129,"D14",
" ","Majaess 133      ","10 58 43","-61 11 15","IR",4,"     ","      ","      ",-2.15,0.2,-2.27,0.26,169,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1130,"D14",
" ","Turner 6         ","10 59 01","-59 29 58","  ",1.3,3250,1.32,7.9,0.72,0.05,1.76,0.76,39,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1131,"D14",
" ","Teutsch 106      ","10 59 25","-59 32 49","  ",3.2,6660,1.02,8.78,-2.29,0.01,0.56,0.08,125,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1132,"D14",
" ","Majaess 135      ","10 59 35","-59 00 02","IR",4,"     ","      ","      ",-3.77,0.35,-0.21,0.42,136,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1133,"D14",
"P","NGC 3496         ","10 59 36","-60 20 12","  ",8,990,0.469,8.471,-3.61,0.2,-1.14,0.19,503,"K14",-51.4,0,1,"      ","      ","  ","        ","WEBDA","Lynga",1134,"D14","K07"
" ","ESO 265 01       ","11 00 58","-45 21 00","d ",4,3162,0,9.35,-7.31,0.84,-0.51,0.42,32,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1135,"D14",
" ","Sher 1           ","11 01 04","-60 14 00","  ",1,5875,1.374,6.713,-8.19,0.02,1.93,0.34,24,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1136,"D14",
"P","Pismis 17        ","11 01 06","-59 49 00","  ",6,3504,0.471,7.023,-3.89,0.24,0.59,0.26,201,"K14",65.1,10,1,-0.145,0.127,5,"        ","WEBDA","Lynga",1137,"D14","D14"
" ","ASCC 64          ","11 03 04","-60 55 12","  ",21.6,1500,0.15,7.92,-2.94,0.07,-3.58,0.08,2532,"K14",1.15,0.73,3,"      ","      ","  ","        ","WEBDA","Lynga",1138,"D14","D14"
" ","Ruprecht 163     ","11 04 51","-67 57 00","  ",2,3019,0.312,9.365,-12.26,1.13,6.7,1.13,60,"K14","       ","     ","   ","      ","      ","  ","4-1-vp-*","WEBDA","Lynga",1139,"K14",
"P","NGC 3532         ","11 05 39","-58 45 12","  ",50,492,0.028,8.477,-10.95,0.28,4.8,0.28,110,"K14",4.33,0.34,8,0.02,0.03,3,"        ","WEBDA","Lynga",1140,"TYC","MMU"
" ","Feinstein 1      ","11 05 56","-59 49 00","  ",25,1159,0.4,7,-3.55,0.07,-1.79,0.07,2320,"K14",2.2,1.03,4,"      ","      ","  ","        ","WEBDA","Lynga",1141,"D14","D14"
" ","Loden 306        ","11 06 08","-61 06 00","nf",26,2000,0.24,6.76,-2.62,0.08,-3.39,0.08,3058,"K14",-32.06,4.94,2,"      ","      ","  ","        ","WEBDA","Lynga",1142,"D14","D14"
" ","BH 110           ","11 07 18","-61 27 00","  ",2,5593,0.42,9,-9.28,1.01,2.1,1.01,31,"K14","       ","     ","   ","      ","      ","  ","1-1-p-* ","WEBDA","Lynga",1143,"K14",
" ","ESO 502 19       ","11 08 07","-26 43 48","p ",3,1338,0.208,9.21,-12.16,0.85,2.48,0.85,9,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",1144,"K14",
" ","Teutsch 143a     ","11 08 41","-60 42 48","  ",1,5483,0.46,8.85,-2.35,0.05,-2.09,0.23,30,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1145,"D14",
" ","BH 111           ","11 09 08","-63 50 00","  ",2,2700,0.25,8.35,-8.75,1.42,0.77,1.24,5,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",1146,"KHA",
" ","Loden 280        ","11 09 42","-59 06 00","nf",4,5246,0.625,8.91,-4.75,0.24,-2.69,0.13,117,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1147,"D14",
"P","NGC 3572         ","11 10 23","-60 14 54","  ",5,1995,0.389,6.891,-4.37,0.34,-0.96,0.35,222,"K14",-4,10,1,"      ","      ","  ","        ","WEBDA","Lynga",1148,"D14","D14"
" ","Basel 17         ","11 10 34","-59 02 00","  ",10,1636,0.16,"      ",-4.36,0.12,-3.14,0.16,498,"K14","       ","     ","   ","      ","      ","  ","4-2-vp- ","WEBDA","Lynga",1149,"D14",
"P","Hogg 10          ","11 10 42","-60 24 00","  ",3,1776,0.46,6.784,-4.55,0.3,-1.01,0.34,86,"K14",1,4,1,"      ","      ","  ","        ","WEBDA","Lynga",1150,"D14","D14"
" ","Loden 309        ","11 10 43","-60 23 00","  ",1.5,600,0.25,8.63,-5.7,0.52,0.47,0.53,39,"K14",1,4,1,"      ","      ","  ","2-2-vp  ","WEBDA","Lynga",1151,"D14","D14"
" ","ASCC 65          ","11 11 06","-61 07 12","  ",26.4,3500,0.4,7.09,-3.48,0.07,-2.27,0.05,2902,"K14",-14.39,5.21,7,"      ","      ","  ","        ","WEBDA","Lynga",1152,"D14","D14"
"P","Trumpler 18      ","11 11 28","-60 40 00","  ",5,1358,0.315,7.194,-4.07,0.32,-0.88,0.23,236,"K14",-20,7.4,1,"      ","      ","  ","        ","WEBDA","Lynga",1153,"D14","D14"
"P","Hogg 11          ","11 11 37","-60 24 00","  ",2,2270,0.32,7.08,-0.65,1.85,6.58,1.85,5,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1154,"D06",
" ","Collinder 240    ","11 11 40","-60 18 35","  ",32,1577,0.31,7.16,-4.33,0.05,-1.82,0.05,3575,"K14",-8.02,1.28,5,"      ","      ","  ","        ","WEBDA","Lynga",1155,"D14","D14"
" ","ESO 570 12       ","11 12 07","-21 21 00","cr",8,640,0.03,8.9,-4.93,1.84,-3,1.62,17,"K14",7.8,1.3,1,"      ","      ","  ","3-3-p-* ","WEBDA","Lynga",1156,"D14","D14"
"P","NGC 3590         ","11 12 59","-60 47 18","  ",3,1651,0.449,7.231,-3.3,0.37,-1.28,0.24,117,"K14",-7.33,6.44,3,"      ","      ","  ","        ","WEBDA","Lynga",1157,"D14","K07"
"P","Hogg 12          ","11 13 01","-60 47 00","  ",4,2000,0.4,7.48,-3.43,0.28,-1.84,0.19,154,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",1158,"D14",
"P","Stock 13         ","11 13 05","-58 53 00","  ",5,1577,0.218,7.222,-5.49,0.34,-2.72,0.35,157,"K14",1,7.4,1,"      ","      ","  ","        ","WEBDA","Lynga",1159,"D14","K07"
" ","ASCC 66          ","11 13 37","-55 25 12","  ",36,1000,0.1,7.76,-13.76,0.81,3.31,0.46,12,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1160,"K05",
" ","Trumpler 19      ","11 14 20","-57 33 04","  ",14,1900,0.08,9.65,-4.49,0.19,0.62,0.18,874,"K14","       ","     ","   ","      ","      ","  ","4-2-m-* ","WEBDA","Lynga",1161,"D14",
"P","NGC 3603         ","11 15 07","-61 15 36","  ",4,6900,1.338,6,-5.76,1.78,0.28,1.24,12,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1162,"LOK",
" ","Hogg 13          ","11 16 18","-60 16 00","nf",3,2208,0.25,8.65,-4.69,0.36,-3.6,0.01,69,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",1163,"D14",
"P","IC 2714          ","11 17 27","-62 44 00","  ",14,1238,0.341,8.542,-3.74,0.11,0.12,0.15,535,"K14",-14.1,0,8,0.01,0.01,3,"        ","WEBDA","Lynga",1164,"D14","CMPM"
" ","ESO 093 08       ","11 19 41","-65 13 12","  ",1,14000,0.8,9.74,-3.55,0.03,-1.38,1.14,23,"K14",86,10,1,"      ","      ","  ","        ","WEBDA","Lynga",1165,"D14","FMMF"
"P","Melotte 105      ","11 19 42","-63 29 00","  ",5,1715,0.83,8.55,-6.3,0.04,0.11,0.28,202,"K14",0.4,0.21,2,0.08,0.12,"  ","        ","WEBDA","Lynga",1166,"D14","K14"
" ","Loden 336        ","11 20 00","-58 50 00","  ",2,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",1167,"   ",
" ","ESO 129 19       ","11 21 11","-58 13 54","d ",5,1791,0.416,9,-3.45,0.37,-3.57,0.34,121,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1168,"D14",
" ","FSR 1586         ","11 22 45","-62 19 06","IR",5,2420,1.6,8.65,-2.83,0.24,-4.71,0.33,128,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1169,"D14",
" ","BH 118           ","11 23 03","-58 33 00","  ",2,1493,0.27,8.6,-7.56,1.31,3.45,1.31,21,"K14","       ","     ","   ","      ","      ","  ","2-1-p-* ","WEBDA","Lynga",1170,"K14",
"P","NGC 3680         ","11 25 38","-43 14 36","  ",5,938,0.066,9.077,-5.42,0.59,2.29,0.45,40,"K14",1.28,0.11,8,-0.19,0.05,7,"        ","WEBDA","Lynga",1171,"D14","MMU"
" ","Ruprecht 94      ","11 30 37","-63 26 00","d ",20,3400,0.3,7.19,-4.19,0.1,-2.71,0.09,883,"K14",2,0,1,"      ","      ","  ","3-2-r-* ","WEBDA","Lynga",1172,"D14","K05"
" ","Ruprecht 164     ","11 30 51","-60 44 00","  ",5,780,0.11,9,-0.89,1.41,5.03,1.26,6,"K14","       ","     ","   ","      ","      ","  ","4-1-m-* ","WEBDA","Lynga",1173,"KHA",
" ","Loden 372        ","11 30 55","-58 29 00","  ",6,1200,0.4,8.55,-5.28,0.16,-3.49,0.17,186,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",1174,"D14",
" ","Loden 402        ","11 32 52","-60 43 00","  ",10,2450,0.18,8.2,-3.23,0.18,-3.59,0.16,682,"K14",-3,7.4,1,"      ","      ","  ","4-1-p-* ","WEBDA","Lynga",1175,"D14","K07"
"P","NGC 3766         ","11 36 14","-61 36 30","  ",9.3,2218,0.2,7.32,-7.21,0.34,1.33,0.35,7,"K14",-16.66,0.37,2,"      ","      ","  ","        ","WEBDA","Lynga",1176,"BDW","MMU"
"P","IC 2944          ","11 38 20","-63 22 22","  ",65,1794,0.32,6.818,-5.16,0.04,-2.39,0.03,8860,"K14",-2.41,4.96,27,"      ","      ","  ","        ","WEBDA","Lynga",1177,"D14","D14"
" ","ASCC 67          ","11 41 31","-61 01 12","  ",24,1500,0.3,7.67,-1.22,0.07,-3.76,0.06,2667,"K14",-20.73,3.39,2,"      ","      ","  ","        ","WEBDA","Lynga",1178,"D14","D14"
" ","Bica 5           ","11 41 34","-62 25 05","p ",3,1740,0,8.78,-4.61,0.4,-5.45,0.42,78,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1179,"D14",
" ","Lynga 15         ","11 42 24","-62 29 00","  ",8,1380,0.625,7.4,-4.02,0.2,-6.47,0.26,327,"K14",-8.2,1.8,2,"      ","      ","  ","2-1-p-* ","WEBDA","Lynga",1180,"D14","K14"
" ","Ruprecht 95      ","11 43 38","-61 08 00","  ",4,1634,0.416,8.495,-0.82,0.38,-4,0.27,175,"K14","       ","     ","   ","      ","      ","  ","3-1-m-* ","WEBDA","Lynga",1181,"D14",
" ","Loden 466        ","11 43 42","-62 31 00","  ",3.5,"     ","      ","      ",-5.42,0.17,-6.02,0.53,110,"K14",-12.91,0.72,3,"      ","      ","  ","2-3-p-* ","WEBDA","Lynga",1182,"D14","D14"
"P","Stock 14         ","11 43 48","-62 31 00","  ",6,2399,0.21,7.3,-5.93,0.36,0.82,0.34,2,"K14",-12.91,0.72,3,"      ","      ","  ","        ","WEBDA","Lynga",1183,"BDW","D14"
" ","ESO 129 32       ","11 44 09","-61 04 54","d ",4,1560,0.416,8.6,-2.85,0.26,-2.2,0.26,127,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1184,"D14",
" ","Loden 467        ","11 45 30","-62 26 00","nf",4.5,2569,0.625,6.6,-6.47,0.36,-2.34,0.39,124,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1185,"D14",
" ","FSR 1595         ","11 47 05","-62 38 13","IR",2.4,4416,0.854,6.35,-3.48,0.74,-1.28,0.74,196,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1186,"K14",
" ","SAI 116          ","11 49 18","-62 13 47","  ",5,2200,0.98,8.6,-6.58,0.26,-1.14,0.27,165,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1187,"D14",
" ","NGC 3909         ","11 49 49","-48 15 06","  ",16,1100,0.13,9.3,-9.9,0.42,1.45,0.28,250,"K14","       ","     ","   ","      ","      ","  ","3-3-p-* ","WEBDA","Lynga",1188,"D14",
" ","ESO 217 08       ","11 50 08","-48 14 00","  ",2,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1189,"   ",
"P","NGC 3960         ","11 50 33","-55 40 24","v ",5,1850,0.29,9.1,-4.75,0.33,3.97,0.32,188,"K14",-22.26,0.36,10,0.02,0.04,6,"        ","WEBDA","Lynga",1190,"D14","MMU"
" ","Ruprecht 96      ","11 50 37","-62 08 00","  ",5,860,0.25,9,-4.42,0.3,-0.54,0.32,274,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",1191,"D14",
" ","Loden 481        ","11 51 47","-61 17 00","  ",26,1520,0.24,8.19,-3.15,0.07,-0.43,0.05,2431,"K14",-7.1,1.2,1,"      ","      ","  ","4-3-p-* ","WEBDA","Lynga",1192,"D14","D14"
" ","Teutsch 77       ","11 53 15","-62 36 34","  ",7,1450,0.45,9.48,-3.91,0.25,-1.96,0.2,273,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1193,"D14",
" ","Loden 480        ","11 56 00","-58 26 00","nf",2.5,1200,0.3,8.71,-8.55,1,5.73,0.55,6,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1194,"KHA",
"P","Ruprecht 97      ","11 57 28","-62 43 00","  ",5,1357,0.229,8.343,-3.89,0.33,-1.11,0.22,176,"K14",-14.9,0.16,2,-0.03,0.03,2,"        ","WEBDA","Lynga",1195,"D14","K14"
"P","Ruprecht 98      ","11 58 40","-64 35 00","  ",14,494,0.162,8.508,-7.25,0.73,-7.1,0.73,36,"K14",-7.6,1.7,1,"      ","      ","  ","        ","WEBDA","Lynga",1196,"TYC","K07"
" ","Feigelson 1      ","11 59 51","-78 12 27","v ",18,114,0.02,6.602,-39.5,1,-1,0.9,10,"K14",13,5,1,"      ","      ","  ","        ","WEBDA","Lynga",1197,"MAM","MAM"
" ","NGC 4052         ","12 01 02","-63 13 30","  ",9,1209,0.156,8.495,-3.48,0.21,0.38,0.25,378,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1198,"D14",
